priorityIndex,batch,term,canonicalTerm,valueTier,recommendedTier,learningPriority,contentCategory,frequency,score,sourceStatus,sourceGlobalIndex,wordList,unit,unitIndex,sourceOccurrences,audioFile,start,end
2362,12,callous,callous,receptive,,medium,,3.07,3.07,ready,3429,7,5,67,1,ysgpc/Word List7/Word List7-Unit5.mp3,181.82,182.35
2363,12,flamboyant,flamboyant,receptive,,medium,,3.06,3.06,ready,218,1,3,18,1,ysgpc/Word List1/Word List1-Unit3.mp3,52.28,53.08
2364,12,deviate,deviate,receptive,,medium,,3.06,3.06,ready,612,2,2,18,1,ysgpc/Word List2/Word List2-Unit2.mp3,52.79,53.41
2365,12,brim,brim,receptive,,medium,,3.06,3.06,ready,1285,3,3,99,1,ysgpc/Word List3/Word List3-Unit3.mp3,264.94,265.26
2366,12,palatable,palatable,receptive,,medium,,3.06,3.06,ready,1323,3,4,38,1,ysgpc/Word List3/Word List3-Unit4.mp3,107.15,107.68
2367,12,succumb,succumb,receptive,,medium,,3.06,3.06,ready,1343,3,4,58,1,ysgpc/Word List3/Word List3-Unit4.mp3,159.47,160.06
2368,12,amphibious,amphibious,receptive,,medium,,3.06,3.06,ready,1750,4,3,69,1,ysgpc/Word List4/Word List4-Unit3.mp3,185.01,185.79
2369,12,averse,averse,receptive,,medium,,3.06,3.06,ready,1961,4,5,83,1,ysgpc/Word List4/Word List4-Unit5.mp3,229.51,230.13
2370,12,pompous,pompous,receptive,,medium,,3.06,3.06,ready,1963,4,5,85,1,ysgpc/Word List4/Word List4-Unit5.mp3,234.61,235.2
2371,12,flutter,flutter,receptive,,medium,,3.06,3.06,ready,2117,5,2,40,1,ysgpc/Word List5/Word List5-Unit2.mp3,109.02,109.52
2372,12,mime,mime,receptive,,medium,,3.06,3.06,ready,2131,5,2,54,1,ysgpc/Word List5/Word List5-Unit2.mp3,145.22,145.71
2373,12,purify,purify,receptive,,medium,,3.06,3.06,ready,2173,5,2,96,1,ysgpc/Word List5/Word List5-Unit2.mp3,257.54,258.2
2374,12,xenophobic,xenophobic,receptive,,medium,,3.06,3.06,ready,2928,6,5,58,1,ysgpc/Word List6/Word List6-Unit5.mp3,156.42,157.26
2375,12,egalitarian,egalitarian,receptive,,medium,,3.06,3.06,ready,3073,7,2,5,1,ysgpc/Word List7/Word List7-Unit2.mp3,18.0,18.84
2376,12,barter,barter,receptive,,medium,,3.05,3.05,ready,3,1,1,3,1,ysgpc/Word List1/Word List1-Unit1.mp3,11.65,12.1
2377,12,bigoted,bigoted,receptive,,medium,,3.05,3.05,ready,41,1,1,41,1,ysgpc/Word List1/Word List1-Unit1.mp3,110.52,111.0
2378,12,renovate,renovate,receptive,,medium,,3.05,3.05,ready,163,1,2,62,1,ysgpc/Word List1/Word List1-Unit2.mp3,168.16,168.78
2379,12,deluge,deluge,receptive,,medium,,3.05,3.05,ready,276,1,3,76,1,ysgpc/Word List1/Word List1-Unit3.mp3,208.38,209.0
2380,12,counterproductive,counterproductive,receptive,,medium,,3.05,3.05,ready,663,2,2,69,1,ysgpc/Word List2/Word List2-Unit2.mp3,186.87,187.86
2381,12,incendiary,incendiary,receptive,,medium,,3.05,3.05,ready,1954,4,5,76,1,ysgpc/Word List4/Word List4-Unit5.mp3,210.8,211.58
2382,12,ostrich,ostrich,receptive,,medium,,3.05,3.05,ready,2694,6,3,22,1,ysgpc/Word List6/Word List6-Unit3.mp3,62.92,63.58
2383,12,assimilate,assimilate,receptive,,medium,,3.05,3.05,ready,2956,6,5,86,1,ysgpc/Word List6/Word List6-Unit5.mp3,230.22,230.89
2384,12,extinguish,extinguish,receptive,,medium,,3.04,3.04,ready,168,1,2,67,1,ysgpc/Word List1/Word List1-Unit2.mp3,181.47,182.26
2385,12,intrepid,intrepid,receptive,,medium,,3.04,3.04,ready,227,1,3,27,1,ysgpc/Word List1/Word List1-Unit3.mp3,76.91,77.59
2386,12,armament,armament,receptive,,medium,,3.04,3.04,ready,258,1,3,58,1,ysgpc/Word List1/Word List1-Unit3.mp3,160.07,160.65
2387,12,idyllic,idyllic,receptive,,medium,,3.04,3.04,ready,433,1,5,37,1,ysgpc/Word List1/Word List1-Unit5.mp3,103.58,104.14
2388,12,convene,convene,receptive,,medium,,3.04,3.04,ready,619,2,2,25,1,ysgpc/Word List2/Word List2-Unit2.mp3,71.41,72.03
2389,12,acupuncture,acupuncture,receptive,,medium,,3.04,3.04,ready,671,2,2,77,1,ysgpc/Word List2/Word List2-Unit2.mp3,208.41,209.15
2390,12,replenish,replenish,receptive,,medium,,3.04,3.04,ready,752,2,3,59,1,ysgpc/Word List2/Word List2-Unit3.mp3,162.94,163.6
2391,12,fervent,fervent,receptive,,medium,,3.04,3.04,ready,920,2,5,29,1,ysgpc/Word List2/Word List2-Unit5.mp3,82.42,83.0
2392,12,neurologist,neurologist,receptive,,medium,,3.04,3.04,ready,929,2,5,38,1,ysgpc/Word List2/Word List2-Unit5.mp3,106.12,106.89
2393,12,insatiable,insatiable,receptive,,medium,,3.04,3.04,ready,1195,3,3,9,1,ysgpc/Word List3/Word List3-Unit3.mp3,27.9,28.63
2394,12,belligerent,belligerent,receptive,,medium,,3.04,3.04,ready,1357,3,4,72,1,ysgpc/Word List3/Word List3-Unit4.mp3,196.82,197.45
2395,12,hearsay,hearsay,receptive,,medium,,3.04,3.04,ready,1399,3,5,15,1,ysgpc/Word List3/Word List3-Unit5.mp3,43.48,44.02
2396,12,poise,poise,receptive,,medium,,3.04,3.04,ready,1455,3,5,71,1,ysgpc/Word List3/Word List3-Unit5.mp3,193.66,194.12
2397,12,boundless,boundless,receptive,,medium,,3.04,3.04,ready,1862,4,4,83,1,ysgpc/Word List4/Word List4-Unit4.mp3,223.9,224.52
2398,12,impotent,impotent,receptive,,medium,,3.04,3.04,ready,1885,4,5,7,1,ysgpc/Word List4/Word List4-Unit5.mp3,23.78,24.4
2399,12,headway,headway,receptive,,medium,,3.04,3.04,ready,2233,5,3,57,1,ysgpc/Word List5/Word List5-Unit3.mp3,155.54,156.03
2400,12,tenacious,tenacious,receptive,,medium,,3.04,3.04,ready,2390,5,5,17,1,ysgpc/Word List5/Word List5-Unit5.mp3,50.05,50.79
2401,13,coexist,coexist,receptive,,medium,,3.04,3.04,ready,2566,6,1,93,1,ysgpc/Word List6/Word List6-Unit1.mp3,249.65,250.42
2402,13,tremble,tremble,receptive,,medium,,3.04,3.04,ready,2613,6,2,40,1,ysgpc/Word List6/Word List6-Unit2.mp3,110.62,111.12
2403,13,symbolize,symbolize,receptive,,medium,,3.04,3.04,ready,3112,7,2,44,1,ysgpc/Word List7/Word List7-Unit2.mp3,122.55,123.35
2404,13,garnish,garnish,receptive,,medium,,3.04,3.04,ready,3194,7,3,29,1,ysgpc/Word List7/Word List7-Unit3.mp3,82.02,82.54
2405,13,incessant,incessant,receptive,,medium,,3.03,3.03,ready,428,1,5,32,1,ysgpc/Word List1/Word List1-Unit5.mp3,89.89,90.64
2406,13,stuffy,stuffy,receptive,,medium,,3.03,3.03,ready,965,2,5,74,1,ysgpc/Word List2/Word List2-Unit5.mp3,201.51,202.07
2407,13,innumerable,innumerable,receptive,,medium,,3.03,3.03,ready,1144,3,2,57,1,ysgpc/Word List3/Word List3-Unit2.mp3,156.41,157.16
2408,13,devious,devious,receptive,,medium,,3.03,3.03,ready,1402,3,5,18,1,ysgpc/Word List3/Word List3-Unit5.mp3,51.55,52.15
2409,13,preclude,preclude,receptive,,medium,,3.03,3.03,ready,1886,4,5,8,1,ysgpc/Word List4/Word List4-Unit5.mp3,26.47,27.08
2410,13,erode,erode,receptive,,medium,,3.03,3.03,ready,1947,4,5,69,1,ysgpc/Word List4/Word List4-Unit5.mp3,192.0,192.54
2411,13,alienate,alienate,receptive,,medium,,3.03,3.03,ready,1950,4,5,72,1,ysgpc/Word List4/Word List4-Unit5.mp3,199.9,200.55
2412,13,gallop,gallop,receptive,,medium,,3.03,3.03,ready,2213,5,3,37,1,ysgpc/Word List5/Word List5-Unit3.mp3,103.83,104.24
2413,13,disseminate,disseminate,receptive,,medium,,3.03,3.03,ready,2345,5,4,70,1,ysgpc/Word List5/Word List5-Unit4.mp3,189.12,189.82
2414,13,hallowed,hallowed,receptive,,medium,,3.03,3.03,ready,2697,6,3,25,1,ysgpc/Word List6/Word List6-Unit3.mp3,70.71,71.3
2415,13,varnish,varnish,receptive,,medium,,3.03,3.03,ready,2777,6,4,6,1,ysgpc/Word List6/Word List6-Unit4.mp3,21.2,21.81
2416,13,retract,retract,receptive,,medium,,3.03,3.03,ready,3102,7,2,34,1,ysgpc/Word List7/Word List7-Unit2.mp3,95.66,96.3
2417,13,improvise,improvise,receptive,,medium,,3.02,3.02,ready,79,1,1,79,1,ysgpc/Word List1/Word List1-Unit1.mp3,209.56,210.32
2418,13,tenuous,tenuous,receptive,,medium,,3.02,3.02,ready,178,1,2,77,1,ysgpc/Word List1/Word List1-Unit2.mp3,208.35,208.95
2419,13,apprehend,apprehend,receptive,,medium,,3.02,3.02,ready,250,1,3,50,1,ysgpc/Word List1/Word List1-Unit3.mp3,138.87,139.64
2420,13,overuse,overuse,receptive,,medium,,3.02,3.02,ready,526,2,1,31,1,ysgpc/Word List2/Word List2-Unit1.mp3,87.77,88.52
2421,13,consequent,consequent,receptive,,medium,,3.02,3.02,ready,688,2,2,94,1,ysgpc/Word List2/Word List2-Unit2.mp3,254.07,254.73
2422,13,sumptuous,sumptuous,receptive,,medium,,3.02,3.02,ready,764,2,3,71,1,ysgpc/Word List2/Word List2-Unit3.mp3,194.32,195.07
2423,13,dazzle,dazzle,receptive,,medium,,3.02,3.02,ready,1335,3,4,50,1,ysgpc/Word List3/Word List3-Unit4.mp3,138.57,138.96
2424,13,infallible,infallible,receptive,,medium,,3.02,3.02,ready,2564,6,1,91,1,ysgpc/Word List6/Word List6-Unit1.mp3,244.39,245.05
2425,13,phonetic,phonetic,receptive,,medium,,3.02,3.02,ready,2792,6,4,21,1,ysgpc/Word List6/Word List6-Unit4.mp3,60.58,61.18
2426,13,ambivalent,ambivalent,receptive,,medium,,3.01,3.01,ready,628,2,2,34,1,ysgpc/Word List2/Word List2-Unit2.mp3,95.29,96.04
2427,13,ferret,ferret,receptive,,medium,,3.01,3.01,ready,803,2,4,11,1,ysgpc/Word List2/Word List2-Unit4.mp3,33.62,34.13
2428,13,detract,detract,receptive,,medium,,3.01,3.01,ready,994,3,1,6,1,ysgpc/Word List3/Word List3-Unit1.mp3,20.41,21.0
2429,13,inflate,inflate,receptive,,medium,,3.01,3.01,ready,1026,3,1,38,1,ysgpc/Word List3/Word List3-Unit1.mp3,104.15,104.74
2430,13,enmity,enmity,receptive,,medium,,3.01,3.01,ready,1041,3,1,53,1,ysgpc/Word List3/Word List3-Unit1.mp3,142.79,143.34
2431,13,placid,placid,receptive,,medium,,3.01,3.01,ready,1486,4,1,3,1,ysgpc/Word List4/Word List4-Unit1.mp3,12.49,13.0
2432,13,irreplaceable,irreplaceable,receptive,,medium,,3.01,3.01,ready,2060,5,1,83,1,ysgpc/Word List5/Word List5-Unit1.mp3,224.22,224.97
2433,13,evaporate,evaporate,receptive,,medium,,3.01,3.01,ready,2398,5,5,25,1,ysgpc/Word List5/Word List5-Unit5.mp3,71.36,72.08
2434,13,dissimilar,dissimilar,receptive,,medium,,3.01,3.01,ready,2638,6,2,65,1,ysgpc/Word List6/Word List6-Unit2.mp3,177.11,177.69
2435,13,exorbitant,exorbitant,receptive,,medium,,3.01,3.01,ready,2835,6,4,64,1,ysgpc/Word List6/Word List6-Unit4.mp3,173.6,174.41
2436,13,legislate,legislate,receptive,,medium,,3.01,3.01,ready,3256,7,3,91,1,ysgpc/Word List7/Word List7-Unit3.mp3,247.97,248.68
2437,13,instill,instill,receptive,,medium,,3.0,3.0,ready,176,1,2,75,1,ysgpc/Word List1/Word List1-Unit2.mp3,203.14,203.76
2438,13,quell,quell,receptive,,medium,,3.0,3.0,ready,926,2,5,35,1,ysgpc/Word List2/Word List2-Unit5.mp3,98.28,98.71
2439,13,stifle,stifle,receptive,,medium,,3.0,3.0,ready,1435,3,5,51,1,ysgpc/Word List3/Word List3-Unit5.mp3,141.54,142.13
2440,13,pantomime,pantomime,receptive,,medium,,3.0,3.0,ready,1694,4,3,13,1,ysgpc/Word List4/Word List4-Unit3.mp3,38.96,39.6
2441,13,consignment,consignment,receptive,,medium,,3.0,3.0,ready,1821,4,4,42,1,ysgpc/Word List4/Word List4-Unit4.mp3,115.56,116.33
2442,13,abject,abject,receptive,,medium,,3.0,3.0,ready,1918,4,5,40,1,ysgpc/Word List4/Word List4-Unit5.mp3,112.83,113.5
2443,13,afield,afield,receptive,,medium,,3.0,3.0,ready,1976,4,5,98,1,ysgpc/Word List4/Word List4-Unit5.mp3,270.2,270.82
2444,13,superfluous,superfluous,receptive,,medium,,3.0,3.0,ready,2196,5,3,20,1,ysgpc/Word List5/Word List5-Unit3.mp3,58.36,59.28
2445,13,rehabilitate,rehabilitate,receptive,,medium,,3.0,3.0,ready,2474,6,1,1,1,ysgpc/Word List6/Word List6-Unit1.mp3,7.38,8.27
2446,13,handout,handout,receptive,,medium,,3.0,3.0,ready,2608,6,2,35,1,ysgpc/Word List6/Word List6-Unit2.mp3,97.23,97.84
2447,13,mishap,mishap,receptive,,medium,,3.0,3.0,ready,2734,6,3,62,1,ysgpc/Word List6/Word List6-Unit3.mp3,168.12,168.68
2448,13,austere,austere,receptive,,medium,,3.0,3.0,ready,3330,7,4,67,1,ysgpc/Word List7/Word List7-Unit4.mp3,180.04,180.61
2449,13,sprawl,sprawl,extension,,low,,2.99,2.99,ready,580,2,1,85,1,ysgpc/Word List2/Word List2-Unit1.mp3,230.94,231.54
2450,13,ephemeral,ephemeral,extension,,low,,2.99,2.99,ready,592,2,1,97,1,ysgpc/Word List2/Word List2-Unit1.mp3,262.77,263.34
2451,13,detach,detach,extension,,low,,2.99,2.99,ready,743,2,3,50,1,ysgpc/Word List2/Word List2-Unit3.mp3,138.81,139.37
2452,13,infringe,infringe,extension,,low,,2.99,2.99,ready,806,2,4,14,1,ysgpc/Word List2/Word List2-Unit4.mp3,41.55,42.28
2453,13,fluctuate,fluctuate,extension,,low,,2.99,2.99,ready,888,2,4,96,1,ysgpc/Word List2/Word List2-Unit4.mp3,257.5,258.2
2454,13,eject,eject,extension,,low,,2.99,2.99,ready,1532,4,1,49,1,ysgpc/Word List4/Word List4-Unit1.mp3,135.1,135.7
2455,13,zealous,zealous,extension,,low,,2.99,2.99,ready,1651,4,2,68,1,ysgpc/Word List4/Word List4-Unit2.mp3,187.44,188.03
2456,13,aristocrat,aristocrat,extension,,low,,2.99,2.99,ready,2164,5,2,87,1,ysgpc/Word List5/Word List5-Unit2.mp3,233.48,234.28
2457,13,extracurricular,extracurricular,extension,,low,,2.99,2.99,ready,2440,5,5,67,1,ysgpc/Word List5/Word List5-Unit5.mp3,183.45,184.38
2458,13,frustrate,frustrate,extension,,low,,2.99,2.99,ready,2552,6,1,79,1,ysgpc/Word List6/Word List6-Unit1.mp3,212.06,212.75
2459,13,forgo,forgo,extension,,low,,2.99,2.99,ready,2919,6,5,49,1,ysgpc/Word List6/Word List6-Unit5.mp3,132.95,133.51
2460,13,perceptive,perceptive,extension,,low,,2.99,2.99,ready,2926,6,5,56,1,ysgpc/Word List6/Word List6-Unit5.mp3,151.06,151.8
2461,13,forerunner,forerunner,extension,,low,,2.99,2.99,ready,2980,7,1,11,1,ysgpc/Word List7/Word List7-Unit1.mp3,33.87,34.46
2462,13,solidify,solidify,extension,,low,,2.99,2.99,ready,3232,7,3,67,1,ysgpc/Word List7/Word List7-Unit3.mp3,183.23,183.95
2463,13,frigid,frigid,extension,,low,,2.98,2.98,ready,169,1,2,68,1,ysgpc/Word List1/Word List1-Unit2.mp3,184.28,184.87
2464,13,negate,negate,extension,,low,,2.98,2.98,ready,339,1,4,40,1,ysgpc/Word List1/Word List1-Unit4.mp3,111.56,112.12
2465,13,introspection,introspection,extension,,low,,2.98,2.98,ready,1024,3,1,36,1,ysgpc/Word List3/Word List3-Unit1.mp3,98.48,99.35
2466,13,bestow,bestow,extension,,low,,2.98,2.98,ready,1074,3,1,86,1,ysgpc/Word List3/Word List3-Unit1.mp3,230.67,231.22
2467,13,coercive,coercive,extension,,low,,2.98,2.98,ready,1625,4,2,42,1,ysgpc/Word List4/Word List4-Unit2.mp3,118.43,119.15
2468,13,lexical,lexical,extension,,low,,2.98,2.98,ready,2069,5,1,92,1,ysgpc/Word List5/Word List5-Unit1.mp3,248.21,248.8
2469,13,underline,underline,extension,,low,,2.98,2.98,ready,2206,5,3,30,1,ysgpc/Word List5/Word List5-Unit3.mp3,85.64,86.27
2470,13,conduction,conduction,extension,,low,,2.98,2.98,ready,2347,5,4,72,1,ysgpc/Word List5/Word List5-Unit4.mp3,194.38,195.07
2471,13,ailment,ailment,extension,,low,,2.98,2.98,ready,3157,7,2,89,1,ysgpc/Word List7/Word List7-Unit2.mp3,241.75,242.27
2472,13,fasten,fasten,extension,,low,,2.98,2.98,ready,3227,7,3,62,1,ysgpc/Word List7/Word List7-Unit3.mp3,169.99,170.55
2473,13,curtail,curtail,extension,,low,,2.98,2.98,ready,3270,7,4,7,1,ysgpc/Word List7/Word List7-Unit4.mp3,23.06,23.62
2474,13,caustic,caustic,extension,,low,,2.97,2.97,ready,370,1,4,71,1,ysgpc/Word List1/Word List1-Unit4.mp3,193.22,193.82
2475,13,tyrannical,tyrannical,extension,,low,,2.97,2.97,ready,386,1,4,87,1,ysgpc/Word List1/Word List1-Unit4.mp3,235.08,235.72
2476,13,deduce,deduce,extension,,low,,2.97,2.97,ready,416,1,5,20,1,ysgpc/Word List1/Word List1-Unit5.mp3,57.77,58.37
2477,13,evict,evict,extension,,low,,2.97,2.97,ready,553,2,1,58,1,ysgpc/Word List2/Word List2-Unit1.mp3,159.41,159.96
2478,13,sociable,sociable,extension,,low,,2.97,2.97,ready,768,2,3,75,1,ysgpc/Word List2/Word List2-Unit3.mp3,205.11,205.78
2479,13,erupt,erupt,extension,,low,,2.97,2.97,ready,1036,3,1,48,1,ysgpc/Word List3/Word List3-Unit1.mp3,129.75,130.3
2480,13,yearn,yearn,extension,,low,,2.97,2.97,ready,1234,3,3,48,1,ysgpc/Word List3/Word List3-Unit3.mp3,130.66,131.11
2481,13,exuberant,exuberant,extension,,low,,2.97,2.97,ready,1759,4,3,78,1,ysgpc/Word List4/Word List4-Unit3.mp3,209.01,209.82
2482,13,gleam,gleam,extension,,low,,2.97,2.97,ready,1820,4,4,41,1,ysgpc/Word List4/Word List4-Unit4.mp3,113.06,113.51
2483,13,facsimile,facsimile,extension,,low,,2.97,2.97,ready,2316,5,4,41,1,ysgpc/Word List5/Word List5-Unit4.mp3,113.25,113.92
2484,13,displace,displace,extension,,low,,2.97,2.97,ready,2527,6,1,54,1,ysgpc/Word List6/Word List6-Unit1.mp3,147.18,147.85
2485,13,utilise,utilise,extension,,low,,2.96,2.96,ready,271,1,3,71,1,ysgpc/Word List1/Word List1-Unit3.mp3,194.79,195.55
2486,13,luster,luster,extension,,low,,2.96,2.96,ready,313,1,4,14,1,ysgpc/Word List1/Word List1-Unit4.mp3,41.97,42.52
2487,13,overpass,overpass,extension,,low,,2.96,2.96,ready,472,1,5,76,1,ysgpc/Word List1/Word List1-Unit5.mp3,208.2,208.94
2488,13,hospitable,hospitable,extension,,low,,2.96,2.96,ready,720,2,3,27,1,ysgpc/Word List2/Word List2-Unit3.mp3,77.42,78.09
2489,13,deference,deference,extension,,low,,2.96,2.96,ready,749,2,3,56,1,ysgpc/Word List2/Word List2-Unit3.mp3,155.07,155.7
2490,13,profane,profane,extension,,low,,2.96,2.96,ready,887,2,4,95,1,ysgpc/Word List2/Word List2-Unit4.mp3,254.87,255.43
2491,13,tensile,tensile,extension,,low,,2.96,2.96,ready,905,2,5,14,1,ysgpc/Word List2/Word List2-Unit5.mp3,42.84,43.46
2492,13,impotence,impotence,extension,,low,,2.96,2.96,ready,996,3,1,8,1,ysgpc/Word List3/Word List3-Unit1.mp3,25.59,26.26
2493,13,increment,increment,extension,,low,,2.96,2.96,ready,1183,3,2,96,1,ysgpc/Word List3/Word List3-Unit2.mp3,258.78,259.39
2494,13,procrastination,procrastination,extension,,low,,2.96,2.96,ready,1296,3,4,11,1,ysgpc/Word List3/Word List3-Unit4.mp3,34.9,35.86
2495,13,impasse,impasse,extension,,low,,2.96,2.96,ready,1453,3,5,69,1,ysgpc/Word List3/Word List3-Unit5.mp3,188.36,188.95
2496,13,arable,arable,extension,,low,,2.96,2.96,ready,1623,4,2,40,1,ysgpc/Word List4/Word List4-Unit2.mp3,113.37,113.82
2497,13,inescapable,inescapable,extension,,low,,2.96,2.96,ready,1654,4,2,71,1,ysgpc/Word List4/Word List4-Unit2.mp3,195.96,196.72
2498,13,radiate,radiate,extension,,low,,2.96,2.96,ready,1917,4,5,39,1,ysgpc/Word List4/Word List4-Unit5.mp3,110.06,110.77
2499,13,odour,odour,extension,,low,,2.96,2.96,ready,2546,6,1,73,1,ysgpc/Word List6/Word List6-Unit1.mp3,196.61,197.03
2500,13,persevere,persevere,extension,,low,,2.96,2.96,ready,2571,6,1,98,1,ysgpc/Word List6/Word List6-Unit1.mp3,263.41,264.07
2501,13,fieldwork,fieldwork,extension,,low,,2.96,2.96,ready,2827,6,4,56,1,ysgpc/Word List6/Word List6-Unit4.mp3,152.02,152.76
2502,13,airtight,airtight,extension,,low,,2.95,2.95,ready,167,1,2,66,1,ysgpc/Word List1/Word List1-Unit2.mp3,178.81,179.41
2503,13,subvert,subvert,extension,,low,,2.95,2.95,ready,443,1,5,47,1,ysgpc/Word List1/Word List1-Unit5.mp3,130.46,131.19
2504,13,monotonous,monotonous,extension,,low,,2.95,2.95,ready,532,2,1,37,1,ysgpc/Word List2/Word List2-Unit1.mp3,103.81,104.54
2505,13,impure,impure,extension,,low,,2.95,2.95,ready,1056,3,1,68,1,ysgpc/Word List3/Word List3-Unit1.mp3,182.87,183.45
2506,13,dissipate,dissipate,extension,,low,,2.95,2.95,ready,1211,3,3,25,1,ysgpc/Word List3/Word List3-Unit3.mp3,70.37,70.95
2507,13,inexcusable,inexcusable,extension,,low,,2.95,2.95,ready,1630,4,2,47,1,ysgpc/Word List4/Word List4-Unit2.mp3,131.58,132.45
2508,13,audacious,audacious,extension,,low,,2.95,2.95,ready,1899,4,5,21,1,ysgpc/Word List4/Word List4-Unit5.mp3,61.71,62.49
2509,13,viscous,viscous,extension,,low,,2.94,2.94,ready,300,1,4,1,1,ysgpc/Word List1/Word List1-Unit4.mp3,7.02,7.66
2510,13,impassioned,impassioned,extension,,low,,2.94,2.94,ready,329,1,4,30,1,ysgpc/Word List1/Word List1-Unit4.mp3,84.52,85.29
2511,13,gratuitous,gratuitous,extension,,low,,2.94,2.94,ready,729,2,3,36,1,ysgpc/Word List2/Word List2-Unit3.mp3,101.54,102.28
2512,13,embed,embed,extension,,low,,2.94,2.94,ready,921,2,5,30,1,ysgpc/Word List2/Word List2-Unit5.mp3,85.08,85.61
2513,13,indemnity,indemnity,extension,,low,,2.94,2.94,ready,1136,3,2,49,1,ysgpc/Word List3/Word List3-Unit2.mp3,134.81,135.56
2514,13,tacit,tacit,extension,,low,,2.94,2.94,ready,1485,4,1,2,1,ysgpc/Word List4/Word List4-Unit1.mp3,9.94,10.43
2515,13,ratify,ratify,extension,,low,,2.94,2.94,ready,2125,5,2,48,1,ysgpc/Word List5/Word List5-Unit2.mp3,129.76,130.41
2516,13,disqualify,disqualify,extension,,low,,2.94,2.94,ready,2437,5,5,64,1,ysgpc/Word List5/Word List5-Unit5.mp3,175.3,176.06
2517,13,oust,oust,extension,,low,,2.94,2.94,ready,2587,6,2,14,1,ysgpc/Word List6/Word List6-Unit2.mp3,41.73,42.19
2518,13,censure,censure,extension,,low,,2.94,2.94,ready,2733,6,3,61,1,ysgpc/Word List6/Word List6-Unit3.mp3,165.52,166.09
2519,13,immerse,immerse,extension,,low,,2.94,2.94,ready,2735,6,3,63,1,ysgpc/Word List6/Word List6-Unit3.mp3,170.76,171.36
2520,13,ambience,ambience,extension,,low,,2.94,2.94,ready,3086,7,2,18,1,ysgpc/Word List7/Word List7-Unit2.mp3,53.16,53.83
2521,13,rehearse,rehearse,extension,,low,,2.94,2.94,ready,3402,7,5,40,1,ysgpc/Word List7/Word List7-Unit5.mp3,111.34,112.02
2522,13,divulge,divulge,extension,,low,,2.93,2.93,ready,173,1,2,72,1,ysgpc/Word List1/Word List1-Unit2.mp3,194.86,195.53
2523,13,deflation,deflation,extension,,low,,2.93,2.93,ready,836,2,4,44,1,ysgpc/Word List2/Word List2-Unit4.mp3,120.02,120.68
2524,13,ablaze,ablaze,extension,,low,,2.93,2.93,ready,858,2,4,66,1,ysgpc/Word List2/Word List2-Unit4.mp3,178.1,178.75
2525,13,confiscate,confiscate,extension,,low,,2.93,2.93,ready,907,2,5,16,1,ysgpc/Word List2/Word List2-Unit5.mp3,48.4,49.11
2526,13,painstaking,painstaking,extension,,low,,2.93,2.93,ready,1038,3,1,50,1,ysgpc/Word List3/Word List3-Unit1.mp3,134.95,135.69
2527,13,disprove,disprove,extension,,low,,2.93,2.93,ready,1710,4,3,29,1,ysgpc/Word List4/Word List4-Unit3.mp3,80.72,81.38
2528,13,colloquial,colloquial,extension,,low,,2.93,2.93,ready,2139,5,2,62,1,ysgpc/Word List5/Word List5-Unit2.mp3,166.34,166.93
2529,13,impair,impair,extension,,low,,2.93,2.93,ready,2186,5,3,10,1,ysgpc/Word List5/Word List5-Unit3.mp3,32.07,32.67
2530,13,homesick,homesick,extension,,low,,2.93,2.93,ready,2426,5,5,53,1,ysgpc/Word List5/Word List5-Unit5.mp3,146.63,147.22
2531,13,immobile,immobile,extension,,low,,2.93,2.93,ready,2876,6,5,6,1,ysgpc/Word List6/Word List6-Unit5.mp3,20.28,20.92
2532,13,subsidize,subsidize,extension,,low,,2.93,2.93,ready,3384,7,5,22,1,ysgpc/Word List7/Word List7-Unit5.mp3,64.46,65.3
2533,13,prodigious,prodigious,extension,,low,,2.92,2.92,ready,208,1,3,8,1,ysgpc/Word List1/Word List1-Unit3.mp3,25.15,25.8
2534,13,flaunt,flaunt,extension,,low,,2.92,2.92,ready,958,2,5,67,1,ysgpc/Word List2/Word List2-Unit5.mp3,183.19,183.73
2535,13,congregate,congregate,extension,,low,,2.92,2.92,ready,976,2,5,85,1,ysgpc/Word List2/Word List2-Unit5.mp3,230.67,231.39
2536,13,confine,confine,extension,,low,,2.92,2.92,ready,1019,3,1,31,1,ysgpc/Word List3/Word List3-Unit1.mp3,85.45,86.04
2537,13,malevolent,malevolent,extension,,low,,2.92,2.92,ready,1425,3,5,41,1,ysgpc/Word List3/Word List3-Unit5.mp3,113.59,114.26
2538,13,abysmal,abysmal,extension,,low,,2.92,2.92,ready,1778,4,3,97,1,ysgpc/Word List4/Word List4-Unit3.mp3,259.41,259.96
2539,13,exacerbate,exacerbate,extension,,low,,2.92,2.92,ready,2021,5,1,44,1,ysgpc/Word List5/Word List5-Unit1.mp3,122.06,122.81
2540,13,underprivileged,underprivileged,extension,,low,,2.92,2.92,ready,2121,5,2,44,1,ysgpc/Word List5/Word List5-Unit2.mp3,119.05,119.92
2541,13,prodigal,prodigal,extension,,low,,2.92,2.92,ready,3282,7,4,19,1,ysgpc/Word List7/Word List7-Unit4.mp3,54.22,54.7
2542,13,opulent,opulent,extension,,low,,2.91,2.91,ready,870,2,4,78,1,ysgpc/Word List2/Word List2-Unit4.mp3,209.79,210.37
2543,13,overbearing,overbearing,extension,,low,,2.91,2.91,ready,1401,3,5,17,1,ysgpc/Word List3/Word List3-Unit5.mp3,48.71,49.46
