priorityIndex,batch,term,canonicalTerm,valueTier,recommendedTier,learningPriority,contentCategory,frequency,score,sourceStatus,sourceGlobalIndex,wordList,unit,unitIndex,sourceOccurrences,audioFile,start,end
961,5,satisfy,satisfy,receptive,,medium,,3.98,3.98,ready,1020,3,1,32,1,ysgpc/Word List3/Word List3-Unit1.mp3,88.1,88.81
962,5,furious,furious,receptive,,medium,,3.98,3.98,ready,1464,3,5,80,1,ysgpc/Word List3/Word List3-Unit5.mp3,217.37,218.01
963,5,compelling,compelling,receptive,,medium,,3.98,3.98,ready,1814,4,4,35,1,ysgpc/Word List4/Word List4-Unit4.mp3,96.61,97.18
964,5,referendum,referendum,receptive,,medium,,3.98,3.98,ready,2151,5,2,74,1,ysgpc/Word List5/Word List5-Unit2.mp3,199.09,199.81
965,5,jaw,jaw,receptive,,medium,,3.98,3.98,ready,2846,6,4,75,1,ysgpc/Word List6/Word List6-Unit4.mp3,203.32,203.72
966,5,irrelevant,irrelevant,receptive,,medium,,3.98,3.98,ready,2858,6,4,87,1,ysgpc/Word List6/Word List6-Unit4.mp3,234.47,235.15
967,5,expose,expose,receptive,,medium,,3.98,3.98,ready,3353,7,4,90,1,ysgpc/Word List7/Word List7-Unit4.mp3,241.31,242.02
968,5,doctrine,doctrine,receptive,,medium,,3.98,3.98,ready,3360,7,4,97,1,ysgpc/Word List7/Word List7-Unit4.mp3,259.71,260.25
969,5,acoustic,acoustic,receptive,,medium,,3.98,3.98,ready,3398,7,5,36,1,ysgpc/Word List7/Word List7-Unit5.mp3,100.73,101.42
970,5,well-rounded,well-rounded,receptive,,medium,,3.98,3.98,ready,3443,7,5,81,1,ysgpc/Word List7/Word List7-Unit5.mp3,218.81,219.57
971,5,clan,clan,receptive,,medium,,3.97,3.97,ready,388,1,4,89,1,ysgpc/Word List1/Word List1-Unit4.mp3,240.4,240.87
972,5,handy,handy,receptive,,medium,,3.97,3.97,ready,415,1,5,19,1,ysgpc/Word List1/Word List1-Unit5.mp3,55.17,55.68
973,5,memorable,memorable,receptive,,medium,,3.97,3.97,ready,500,2,1,5,1,ysgpc/Word List2/Word List2-Unit1.mp3,18.59,19.14
974,5,ankle,ankle,receptive,,medium,,3.97,3.97,ready,677,2,2,83,1,ysgpc/Word List2/Word List2-Unit2.mp3,224.88,225.34
975,5,grasp,grasp,receptive,,medium,,3.97,3.97,ready,1184,3,2,97,1,ysgpc/Word List3/Word List3-Unit2.mp3,261.42,261.94
976,5,frontier,frontier,receptive,,medium,,3.97,3.97,ready,1381,3,4,96,1,ysgpc/Word List3/Word List3-Unit4.mp3,259.07,259.59
977,5,clash,clash,receptive,,medium,,3.97,3.97,ready,1395,3,5,11,1,ysgpc/Word List3/Word List3-Unit5.mp3,33.46,33.94
978,5,compatible,compatible,receptive,,medium,,3.97,3.97,ready,2053,5,1,76,1,ysgpc/Word List5/Word List5-Unit1.mp3,205.95,206.6
979,5,succession,succession,receptive,,medium,,3.97,3.97,ready,2093,5,2,16,1,ysgpc/Word List5/Word List5-Unit2.mp3,46.67,47.4
980,5,configuration,configuration,receptive,,medium,,3.97,3.97,ready,3076,7,2,8,1,ysgpc/Word List7/Word List7-Unit2.mp3,26.12,26.97
981,5,delight,delight,receptive,,medium,,3.97,3.97,ready,3084,7,2,16,1,ysgpc/Word List7/Word List7-Unit2.mp3,47.69,48.19
982,5,admire,admire,receptive,,medium,,3.97,3.97,ready,3315,7,4,52,1,ysgpc/Word List7/Word List7-Unit4.mp3,140.95,141.5
983,5,superb,superb,receptive,,medium,,3.96,3.96,ready,371,1,4,72,1,ysgpc/Word List1/Word List1-Unit4.mp3,195.83,196.56
984,5,countless,countless,receptive,,medium,,3.96,3.96,ready,1121,3,2,34,1,ysgpc/Word List3/Word List3-Unit2.mp3,95.2,95.83
985,5,maritime,maritime,receptive,,medium,,3.96,3.96,ready,1626,4,2,43,1,ysgpc/Word List4/Word List4-Unit2.mp3,121.18,121.84
986,5,conscience,conscience,receptive,,medium,,3.96,3.96,ready,1666,4,2,83,1,ysgpc/Word List4/Word List4-Unit2.mp3,227.47,228.1
987,5,prediction,prediction,receptive,,medium,,3.96,3.96,ready,1807,4,4,28,1,ysgpc/Word List4/Word List4-Unit4.mp3,78.55,79.15
988,5,oath,oath,receptive,,medium,,3.96,3.96,ready,1812,4,4,33,1,ysgpc/Word List4/Word List4-Unit4.mp3,91.58,91.97
989,5,polar,polar,receptive,,medium,,3.96,3.96,ready,1895,4,5,17,1,ysgpc/Word List4/Word List4-Unit5.mp3,50.68,51.1
990,5,renowned,renowned,receptive,,medium,,3.96,3.96,ready,1948,4,5,70,1,ysgpc/Word List4/Word List4-Unit5.mp3,194.64,195.29
991,5,wreck,wreck,receptive,,medium,,3.96,3.96,ready,1949,4,5,71,1,ysgpc/Word List4/Word List4-Unit5.mp3,197.41,197.84
992,5,triumph,triumph,receptive,,medium,,3.96,3.96,ready,2416,5,5,43,2,ysgpc/Word List5/Word List5-Unit5.mp3,120.11,120.7
993,5,melt,melt,receptive,,medium,,3.96,3.96,ready,2981,7,1,12,1,ysgpc/Word List7/Word List7-Unit1.mp3,36.48,36.96
994,5,integral,integral,receptive,,medium,,3.96,3.96,ready,3005,7,1,36,1,ysgpc/Word List7/Word List7-Unit1.mp3,99.34,99.84
995,5,pirate,pirate,receptive,,medium,,3.96,3.96,ready,3175,7,3,10,1,ysgpc/Word List7/Word List7-Unit3.mp3,31.26,31.72
996,5,viable,viable,receptive,,medium,,3.96,3.96,ready,3208,7,3,43,1,ysgpc/Word List7/Word List7-Unit3.mp3,119.18,119.71
997,5,frost,frost,receptive,,medium,,3.95,3.95,ready,198,1,2,97,1,ysgpc/Word List1/Word List1-Unit2.mp3,261.44,262.01
998,5,elegant,elegant,receptive,,medium,,3.95,3.95,ready,763,2,3,70,1,ysgpc/Word List2/Word List2-Unit3.mp3,191.74,192.27
999,5,critic,critic,receptive,,medium,,3.95,3.95,ready,825,2,4,33,1,ysgpc/Word List2/Word List2-Unit4.mp3,91.16,91.66
1000,5,compassion,compassion,receptive,,medium,,3.95,3.95,ready,939,2,5,48,1,ysgpc/Word List2/Word List2-Unit5.mp3,132.48,133.11
1001,6,execute,execute,receptive,,medium,,3.95,3.95,ready,1281,3,3,95,1,ysgpc/Word List3/Word List3-Unit3.mp3,254.3,254.94
1002,6,hike,hike,receptive,,medium,,3.95,3.95,ready,1294,3,4,9,1,ysgpc/Word List3/Word List3-Unit4.mp3,29.91,30.32
1003,6,herald,herald,receptive,,medium,,3.95,3.95,ready,1847,4,4,68,1,ysgpc/Word List4/Word List4-Unit4.mp3,184.61,185.18
1004,6,absurd,absurd,receptive,,medium,,3.95,3.95,ready,2061,5,1,84,1,ysgpc/Word List5/Word List5-Unit1.mp3,227.05,227.67
1005,6,bargain,bargain,receptive,,medium,,3.95,3.95,ready,2334,5,4,59,1,ysgpc/Word List5/Word List5-Unit4.mp3,160.65,161.11
1006,6,hollow,hollow,receptive,,medium,,3.95,3.95,ready,2346,5,4,71,1,ysgpc/Word List5/Word List5-Unit4.mp3,191.91,192.31
1007,6,synthetic,synthetic,receptive,,medium,,3.95,3.95,ready,2463,5,5,90,1,ysgpc/Word List5/Word List5-Unit5.mp3,244.2,244.97
1008,6,blend,blend,receptive,,medium,,3.95,3.95,ready,2619,6,2,46,1,ysgpc/Word List6/Word List6-Unit2.mp3,126.4,126.9
1009,6,feast,feast,receptive,,medium,,3.95,3.95,ready,2640,6,2,67,1,ysgpc/Word List6/Word List6-Unit2.mp3,182.13,182.67
1010,6,tense,tense,receptive,,medium,,3.95,3.95,ready,3103,7,2,35,1,ysgpc/Word List7/Word List7-Unit2.mp3,98.38,98.87
1011,6,collision,collision,receptive,,medium,,3.95,3.95,ready,3322,7,4,59,1,ysgpc/Word List7/Word List7-Unit4.mp3,159.34,159.89
1012,6,spouse,spouse,receptive,,medium,,3.95,3.95,ready,3411,7,5,49,1,ysgpc/Word List7/Word List7-Unit5.mp3,134.55,135.15
1013,6,robust,robust,receptive,,medium,,3.94,3.94,ready,61,1,1,61,1,ysgpc/Word List1/Word List1-Unit1.mp3,162.78,163.45
1014,6,virtue,virtue,receptive,,medium,,3.94,3.94,ready,202,1,3,2,1,ysgpc/Word List1/Word List1-Unit3.mp3,9.75,10.34
1015,6,oppose,oppose,receptive,,medium,,3.94,3.94,ready,238,1,3,38,1,ysgpc/Word List1/Word List1-Unit3.mp3,106.6,107.22
1016,6,sober,sober,receptive,,medium,,3.94,3.94,ready,455,1,5,59,1,ysgpc/Word List1/Word List1-Unit5.mp3,162.91,163.48
1017,6,illusion,illusion,receptive,,medium,,3.94,3.94,ready,585,2,1,90,1,ysgpc/Word List2/Word List2-Unit1.mp3,244.41,245.0
1018,6,simulation,simulation,receptive,,medium,,3.94,3.94,ready,624,2,2,30,1,ysgpc/Word List2/Word List2-Unit2.mp3,84.45,85.25
1019,6,aggregate,aggregate,receptive,,medium,,3.94,3.94,ready,824,2,4,32,1,ysgpc/Word List2/Word List2-Unit4.mp3,88.48,89.09
1020,6,composite,composite,receptive,,medium,,3.94,3.94,ready,924,2,5,33,1,ysgpc/Word List2/Word List2-Unit5.mp3,92.98,93.62
1021,6,dull,dull,receptive,,medium,,3.94,3.94,ready,1189,3,3,3,1,ysgpc/Word List3/Word List3-Unit3.mp3,12.68,12.98
1022,6,float,float,receptive,,medium,,3.94,3.94,ready,1212,3,3,26,1,ysgpc/Word List3/Word List3-Unit3.mp3,73.01,73.46
1023,6,grind,grind,receptive,,medium,,3.94,3.94,ready,1349,3,4,64,1,ysgpc/Word List3/Word List3-Unit4.mp3,175.97,176.48
1024,6,leap,leap,receptive,,medium,,3.94,3.94,ready,1683,4,3,2,1,ysgpc/Word List4/Word List4-Unit3.mp3,9.75,10.14
1025,6,hobby,hobby,receptive,,medium,,3.94,3.94,ready,2013,5,1,36,1,ysgpc/Word List5/Word List5-Unit1.mp3,101.48,101.88
1026,6,motive,motive,receptive,,medium,,3.94,3.94,ready,2583,6,2,10,1,ysgpc/Word List6/Word List6-Unit2.mp3,31.28,31.8
1027,6,automobile,automobile,receptive,,medium,,3.94,3.94,ready,2725,6,3,53,1,ysgpc/Word List6/Word List6-Unit3.mp3,144.34,145.01
1028,6,rebellion,rebellion,receptive,,medium,,3.94,3.94,ready,2736,6,3,64,1,ysgpc/Word List6/Word List6-Unit3.mp3,173.38,174.01
1029,6,profound,profound,receptive,,medium,,3.94,3.94,ready,3113,7,2,45,1,ysgpc/Word List7/Word List7-Unit2.mp3,125.37,125.98
1030,6,cement,cement,receptive,,medium,,3.94,3.94,ready,3445,7,5,83,1,ysgpc/Word List7/Word List7-Unit5.mp3,224.42,225.04
1031,6,orthodox,orthodox,receptive,,medium,,3.93,3.93,ready,18,1,1,18,1,ysgpc/Word List1/Word List1-Unit1.mp3,50.8,51.52
1032,6,overhead,overhead,receptive,,medium,,3.93,3.93,ready,401,1,5,5,1,ysgpc/Word List1/Word List1-Unit5.mp3,17.77,18.36
1033,6,inability,inability,receptive,,medium,,3.93,3.93,ready,608,2,2,14,1,ysgpc/Word List2/Word List2-Unit2.mp3,42.14,42.8
1034,6,halt,halt,receptive,,medium,,3.93,3.93,ready,863,2,4,71,1,ysgpc/Word List2/Word List2-Unit4.mp3,191.2,191.62
1035,6,conjunction,conjunction,receptive,,medium,,3.93,3.93,ready,968,2,5,77,1,ysgpc/Word List2/Word List2-Unit5.mp3,209.29,210.02
1036,6,bloom,bloom,receptive,,medium,,3.93,3.93,ready,1145,3,2,58,1,ysgpc/Word List3/Word List3-Unit2.mp3,159.22,159.65
1037,6,occupy,occupy,receptive,,medium,,3.93,3.93,ready,1634,4,2,51,1,ysgpc/Word List4/Word List4-Unit2.mp3,142.31,142.86
1038,6,impress,impress,receptive,,medium,,3.93,3.93,ready,1903,4,5,25,1,ysgpc/Word List4/Word List4-Unit5.mp3,72.35,73.03
1039,6,dodge,dodge,receptive,,medium,,3.93,3.93,ready,2675,6,3,3,1,ysgpc/Word List6/Word List6-Unit3.mp3,13.21,13.61
1040,6,norm,norm,receptive,,medium,,3.93,3.93,ready,2759,6,3,87,1,ysgpc/Word List6/Word List6-Unit3.mp3,235.42,235.93
1041,6,prone,prone,receptive,,medium,,3.93,3.93,ready,2832,6,4,61,1,ysgpc/Word List6/Word List6-Unit4.mp3,165.55,165.99
1042,6,guild,guild,receptive,,medium,,3.93,3.93,ready,2999,7,1,30,1,ysgpc/Word List7/Word List7-Unit1.mp3,84.0,84.47
1043,6,sustain,sustain,receptive,,medium,,3.93,3.93,ready,3147,7,2,79,1,ysgpc/Word List7/Word List7-Unit2.mp3,215.29,215.9
1044,6,sanctuary,sanctuary,receptive,,medium,,3.93,3.93,ready,3290,7,4,27,1,ysgpc/Word List7/Word List7-Unit4.mp3,75.43,76.17
1045,6,sculpture,sculpture,receptive,,medium,,3.92,3.92,ready,73,1,1,73,1,ysgpc/Word List1/Word List1-Unit1.mp3,194.62,195.25
1046,6,debris,debris,receptive,,medium,,3.92,3.92,ready,155,1,2,54,1,ysgpc/Word List1/Word List1-Unit2.mp3,147.12,147.53
1047,6,affection,affection,receptive,,medium,,3.92,3.92,ready,354,1,4,55,1,ysgpc/Word List1/Word List1-Unit4.mp3,150.68,151.3
1048,6,manuscript,manuscript,receptive,,medium,,3.92,3.92,ready,494,1,5,98,1,ysgpc/Word List1/Word List1-Unit5.mp3,267.04,267.85
1049,6,recognise,recognise,receptive,,medium,,3.92,3.92,ready,1217,3,3,31,1,ysgpc/Word List3/Word List3-Unit3.mp3,85.76,86.52
1050,6,competent,competent,receptive,,medium,,3.92,3.92,ready,1702,4,3,21,1,ysgpc/Word List4/Word List4-Unit3.mp3,59.84,60.44
1051,6,altitude,altitude,receptive,,medium,,3.92,3.92,ready,1835,4,4,56,1,ysgpc/Word List4/Word List4-Unit4.mp3,152.74,153.42
1052,6,educate,educate,receptive,,medium,,3.92,3.92,ready,1915,4,5,37,1,ysgpc/Word List4/Word List4-Unit5.mp3,104.24,104.88
1053,6,mint,mint,receptive,,medium,,3.92,3.92,ready,1925,4,5,47,1,ysgpc/Word List4/Word List4-Unit5.mp3,132.37,132.83
1054,6,leisure,leisure,receptive,,medium,,3.92,3.92,ready,2046,5,1,69,1,ysgpc/Word List5/Word List5-Unit1.mp3,187.49,187.93
1055,6,lounge,lounge,receptive,,medium,,3.92,3.92,ready,2691,6,3,19,1,ysgpc/Word List6/Word List6-Unit3.mp3,55.09,55.71
1056,6,hail,hail,receptive,,medium,,3.92,3.92,ready,2953,6,5,83,1,ysgpc/Word List6/Word List6-Unit5.mp3,222.49,222.9
1057,6,exceed,exceed,receptive,,medium,,3.92,3.92,ready,3163,7,2,95,1,ysgpc/Word List7/Word List7-Unit2.mp3,257.26,257.82
1058,6,fierce,fierce,receptive,,medium,,3.92,3.92,ready,3279,7,4,16,1,ysgpc/Word List7/Word List7-Unit4.mp3,46.5,47.1
1059,6,sphere,sphere,receptive,,medium,,3.91,3.91,ready,353,1,4,54,1,ysgpc/Word List1/Word List1-Unit4.mp3,148.07,148.59
1060,6,massacre,massacre,receptive,,medium,,3.91,3.91,ready,797,2,4,5,1,ysgpc/Word List2/Word List2-Unit4.mp3,17.77,18.34
1061,6,charitable,charitable,receptive,,medium,,3.91,3.91,ready,827,2,4,35,1,ysgpc/Word List2/Word List2-Unit4.mp3,96.15,96.76
1062,6,glance,glance,receptive,,medium,,3.91,3.91,ready,1228,3,3,42,2,ysgpc/Word List3/Word List3-Unit3.mp3,114.94,115.56
1063,6,feminine,feminine,receptive,,medium,,3.91,3.91,ready,2099,5,2,22,1,ysgpc/Word List5/Word List5-Unit2.mp3,62.9,63.36
1064,6,catalog,catalog,receptive,,medium,,3.91,3.91,ready,2249,5,3,73,1,ysgpc/Word List5/Word List5-Unit3.mp3,197.37,197.95
1065,6,offshore,offshore,receptive,,medium,,3.91,3.91,ready,2540,6,1,67,1,ysgpc/Word List6/Word List6-Unit1.mp3,181.39,181.93
1066,6,fury,fury,receptive,,medium,,3.91,3.91,ready,2570,6,1,97,1,ysgpc/Word List6/Word List6-Unit1.mp3,260.93,261.4
1067,6,albeit,albeit,receptive,,medium,,3.91,3.91,ready,2700,6,3,28,1,ysgpc/Word List6/Word List6-Unit3.mp3,78.96,79.63
1068,6,enjoyable,enjoyable,receptive,,medium,,3.91,3.91,ready,2842,6,4,71,1,ysgpc/Word List6/Word List6-Unit4.mp3,192.5,193.2
1069,6,ambition,ambition,receptive,,medium,,3.91,3.91,ready,3022,7,1,53,1,ysgpc/Word List7/Word List7-Unit1.mp3,143.04,143.65
1070,6,exterior,exterior,receptive,,medium,,3.91,3.91,ready,3235,7,3,70,1,ysgpc/Word List7/Word List7-Unit3.mp3,191.42,192.15
1071,6,shepherd,shepherd,receptive,,medium,,3.9,3.9,ready,725,2,3,32,1,ysgpc/Word List2/Word List2-Unit3.mp3,90.68,91.22
1072,6,confidential,confidential,receptive,,medium,,3.9,3.9,ready,727,2,3,34,1,ysgpc/Word List2/Word List2-Unit3.mp3,95.98,96.75
1073,6,historian,historian,receptive,,medium,,3.9,3.9,ready,732,2,3,39,1,ysgpc/Word List2/Word List2-Unit3.mp3,109.8,110.46
1074,6,unite,unite,receptive,,medium,,3.9,3.9,ready,808,2,4,16,1,ysgpc/Word List2/Word List2-Unit4.mp3,46.87,47.45
1075,6,wagon,wagon,receptive,,medium,,3.9,3.9,ready,895,2,5,4,1,ysgpc/Word List2/Word List2-Unit5.mp3,16.21,16.69
1076,6,particle,particle,receptive,,medium,,3.9,3.9,ready,1423,3,5,39,1,ysgpc/Word List3/Word List3-Unit5.mp3,108.18,108.75
1077,6,sensation,sensation,receptive,,medium,,3.9,3.9,ready,1424,3,5,40,1,ysgpc/Word List3/Word List3-Unit5.mp3,110.77,111.56
1078,6,chorus,chorus,receptive,,medium,,3.9,3.9,ready,1492,4,1,9,1,ysgpc/Word List4/Word List4-Unit1.mp3,28.35,28.9
1079,6,vet,vet,receptive,,medium,,3.9,3.9,ready,1565,4,1,82,1,ysgpc/Word List4/Word List4-Unit1.mp3,224.37,224.8
1080,6,gesture,gesture,receptive,,medium,,3.9,3.9,ready,1627,4,2,44,1,ysgpc/Word List4/Word List4-Unit2.mp3,123.87,124.4
1081,6,esteem,esteem,receptive,,medium,,3.9,3.9,ready,1986,5,1,9,1,ysgpc/Word List5/Word List5-Unit1.mp3,29.62,30.24
1082,6,blunt,blunt,receptive,,medium,,3.9,3.9,ready,2103,5,2,26,1,ysgpc/Word List5/Word List5-Unit2.mp3,73.2,73.62
1083,6,aggression,aggression,receptive,,medium,,3.9,3.9,ready,2282,5,4,7,1,ysgpc/Word List5/Word List5-Unit4.mp3,23.35,23.97
1084,6,spotlight,spotlight,receptive,,medium,,3.9,3.9,ready,2782,6,4,11,1,ysgpc/Word List6/Word List6-Unit4.mp3,34.49,35.23
1085,6,cardinal,cardinal,receptive,,medium,,3.9,3.9,ready,2882,6,5,12,1,ysgpc/Word List6/Word List6-Unit5.mp3,36.08,36.62
1086,6,stern,stern,receptive,,medium,,3.9,3.9,ready,3421,7,5,59,1,ysgpc/Word List7/Word List7-Unit5.mp3,160.63,161.19
1087,6,fist,fist,receptive,,medium,,3.89,3.89,ready,324,1,4,25,1,ysgpc/Word List1/Word List1-Unit4.mp3,71.32,71.86
1088,6,recruit,recruit,receptive,,medium,,3.89,3.89,ready,564,2,1,69,1,ysgpc/Word List2/Word List2-Unit1.mp3,188.54,189.11
1089,6,nursery,nursery,receptive,,medium,,3.89,3.89,ready,697,2,3,4,1,ysgpc/Word List2/Word List2-Unit3.mp3,16.06,16.59
1090,6,dislike,dislike,receptive,,medium,,3.89,3.89,ready,750,2,3,57,1,ysgpc/Word List2/Word List2-Unit3.mp3,157.72,158.32
1091,6,plague,plague,receptive,,medium,,3.89,3.89,ready,812,2,4,20,1,ysgpc/Word List2/Word List2-Unit4.mp3,57.41,57.92
1092,6,landmark,landmark,receptive,,medium,,3.89,3.89,ready,966,2,5,75,1,ysgpc/Word List2/Word List2-Unit5.mp3,204.12,204.8
1093,6,biography,biography,receptive,,medium,,3.89,3.89,ready,1400,3,5,16,1,ysgpc/Word List3/Word List3-Unit5.mp3,46.01,46.65
1094,6,farewell,farewell,receptive,,medium,,3.89,3.89,ready,1523,4,1,40,1,ysgpc/Word List4/Word List4-Unit1.mp3,110.79,111.35
1095,6,holocaust,holocaust,receptive,,medium,,3.89,3.89,ready,1546,4,1,63,1,ysgpc/Word List4/Word List4-Unit1.mp3,172.57,173.28
1096,6,bury,bury,receptive,,medium,,3.89,3.89,ready,1894,4,5,16,1,ysgpc/Word List4/Word List4-Unit5.mp3,48.19,48.53
1097,6,gifted,gifted,receptive,,medium,,3.89,3.89,ready,2034,5,1,57,1,ysgpc/Word List5/Word List5-Unit1.mp3,155.74,156.2
1098,6,destructive,destructive,receptive,,medium,,3.89,3.89,ready,2480,6,1,7,1,ysgpc/Word List6/Word List6-Unit1.mp3,23.61,24.42
1099,6,juvenile,juvenile,receptive,,medium,,3.88,3.88,ready,266,1,3,66,1,ysgpc/Word List1/Word List1-Unit3.mp3,181.29,181.95
1100,6,gossip,gossip,receptive,,medium,,3.88,3.88,ready,1182,3,2,95,1,ysgpc/Word List3/Word List3-Unit2.mp3,256.26,256.73
1101,6,interfere,interfere,receptive,,medium,,3.88,3.88,ready,2216,5,3,40,1,ysgpc/Word List5/Word List5-Unit3.mp3,111.53,112.17
1102,6,haul,haul,receptive,,medium,,3.88,3.88,ready,2541,6,1,68,1,ysgpc/Word List6/Word List6-Unit1.mp3,183.96,184.39
1103,6,proximity,proximity,receptive,,medium,,3.88,3.88,ready,2656,6,2,83,1,ysgpc/Word List6/Word List6-Unit2.mp3,224.27,224.97
1104,6,abbey,abbey,receptive,,medium,,3.88,3.88,ready,2789,6,4,18,1,ysgpc/Word List6/Word List6-Unit4.mp3,53.09,53.42
1105,6,consume,consume,receptive,,medium,,3.88,3.88,ready,3133,7,2,65,1,ysgpc/Word List7/Word List7-Unit2.mp3,177.71,178.36
1106,6,immense,immense,receptive,,medium,,3.88,3.88,ready,3378,7,5,16,1,ysgpc/Word List7/Word List7-Unit5.mp3,48.19,48.75
1107,6,consult,consult,receptive,,medium,,3.87,3.87,ready,1536,4,1,53,1,ysgpc/Word List4/Word List4-Unit1.mp3,145.68,146.3
1108,6,renaissance,renaissance,receptive,,medium,,3.87,3.87,ready,1591,4,2,8,1,ysgpc/Word List4/Word List4-Unit2.mp3,27.25,28.04
1109,6,bully,bully,receptive,,medium,,3.87,3.87,ready,1713,4,3,32,1,ysgpc/Word List4/Word List4-Unit3.mp3,88.59,88.92
1110,6,calculate,calculate,receptive,,medium,,3.87,3.87,ready,2015,5,1,38,1,ysgpc/Word List5/Word List5-Unit1.mp3,106.42,107.07
1111,6,alley,alley,receptive,,medium,,3.87,3.87,ready,2290,5,4,15,1,ysgpc/Word List5/Word List5-Unit4.mp3,44.38,44.73
1112,6,distinguish,distinguish,receptive,,medium,,3.87,3.87,ready,2498,6,1,25,1,ysgpc/Word List6/Word List6-Unit1.mp3,71.05,71.8
1113,6,dominate,dominate,receptive,,medium,,3.87,3.87,ready,2790,6,4,19,1,ysgpc/Word List6/Word List6-Unit4.mp3,55.49,56.01
1114,6,vague,vague,receptive,,medium,,3.87,3.87,ready,2805,6,4,34,1,ysgpc/Word List6/Word List6-Unit4.mp3,95.07,95.53
1115,6,systematic,systematic,receptive,,medium,,3.87,3.87,ready,3082,7,2,14,1,ysgpc/Word List7/Word List7-Unit2.mp3,42.06,42.88
1116,6,hypothesis,hypothesis,receptive,,medium,,3.87,3.87,ready,3085,7,2,17,1,ysgpc/Word List7/Word List7-Unit2.mp3,50.28,51.11
1117,6,marshal,marshal,receptive,,medium,,3.87,3.87,ready,3367,7,5,5,1,ysgpc/Word List7/Word List7-Unit5.mp3,19.02,19.53
1118,6,dentist,dentist,receptive,,medium,,3.86,3.86,ready,244,1,3,44,1,ysgpc/Word List1/Word List1-Unit3.mp3,123.14,123.73
1119,6,morality,morality,receptive,,medium,,3.86,3.86,ready,397,1,5,1,1,ysgpc/Word List1/Word List1-Unit5.mp3,7.24,7.85
1120,6,lethal,lethal,receptive,,medium,,3.86,3.86,ready,422,1,5,26,1,ysgpc/Word List1/Word List1-Unit5.mp3,74.14,74.65
1121,6,prompt,prompt,receptive,,medium,,3.86,3.86,ready,531,2,1,36,1,ysgpc/Word List2/Word List2-Unit1.mp3,101.3,101.77
1122,6,commodity,commodity,receptive,,medium,,3.86,3.86,ready,547,2,1,52,1,ysgpc/Word List2/Word List2-Unit1.mp3,143.31,143.94
1123,6,breeze,breeze,receptive,,medium,,3.86,3.86,ready,630,2,2,36,1,ysgpc/Word List2/Word List2-Unit2.mp3,100.79,101.3
1124,6,lime,lime,receptive,,medium,,3.86,3.86,ready,796,2,4,4,1,ysgpc/Word List2/Word List2-Unit4.mp3,15.22,15.71
1125,6,symbolic,symbolic,receptive,,medium,,3.86,3.86,ready,898,2,5,7,1,ysgpc/Word List2/Word List2-Unit5.mp3,24.08,24.81
1126,6,instinct,instinct,receptive,,medium,,3.86,3.86,ready,1075,3,1,87,1,ysgpc/Word List3/Word List3-Unit1.mp3,233.26,233.86
1127,6,fragile,fragile,receptive,,medium,,3.86,3.86,ready,2047,5,1,70,1,ysgpc/Word List5/Word List5-Unit1.mp3,190.0,190.63
1128,6,hardy,hardy,receptive,,medium,,3.86,3.86,ready,2602,6,2,29,1,ysgpc/Word List6/Word List6-Unit2.mp3,81.66,82.13
1129,6,irony,irony,receptive,,medium,,3.86,3.86,ready,2607,6,2,34,1,ysgpc/Word List6/Word List6-Unit2.mp3,94.64,95.15
1130,6,mortal,mortal,receptive,,medium,,3.86,3.86,ready,3080,7,2,12,1,ysgpc/Word List7/Word List7-Unit2.mp3,37.0,37.51
1131,6,inviting,inviting,receptive,,medium,,3.86,3.86,ready,3283,7,4,20,1,ysgpc/Word List7/Word List7-Unit4.mp3,56.79,57.49
1132,6,arbitrary,arbitrary,receptive,,medium,,3.85,3.85,ready,56,1,1,56,1,ysgpc/Word List1/Word List1-Unit1.mp3,149.85,150.51
1133,6,recession,recession,receptive,,medium,,3.85,3.85,ready,92,1,1,92,1,ysgpc/Word List1/Word List1-Unit1.mp3,243.73,244.34
1134,6,clarify,clarify,receptive,,medium,,3.85,3.85,ready,348,1,4,49,1,ysgpc/Word List1/Word List1-Unit4.mp3,135.13,135.76
1135,6,obscure,obscure,receptive,,medium,,3.85,3.85,ready,356,1,4,57,1,ysgpc/Word List1/Word List1-Unit4.mp3,156.0,156.6
1136,6,diagram,diagram,receptive,,medium,,3.85,3.85,ready,551,2,1,56,1,ysgpc/Word List2/Word List2-Unit1.mp3,154.0,154.62
1137,6,constitute,constitute,receptive,,medium,,3.85,3.85,ready,680,2,2,86,1,ysgpc/Word List2/Word List2-Unit2.mp3,232.64,233.38
1138,6,spiral,spiral,receptive,,medium,,3.85,3.85,ready,810,2,4,18,1,ysgpc/Word List2/Word List2-Unit4.mp3,51.99,52.6
1139,6,bait,bait,receptive,,medium,,3.85,3.85,ready,1129,3,2,42,1,ysgpc/Word List3/Word List3-Unit2.mp3,116.89,117.22
1140,6,desirable,desirable,receptive,,medium,,3.85,3.85,ready,1141,3,2,54,1,ysgpc/Word List3/Word List3-Unit2.mp3,148.53,149.17
1141,6,utter,utter,receptive,,medium,,3.85,3.85,ready,1292,3,4,7,1,ysgpc/Word List3/Word List3-Unit4.mp3,24.7,25.06
1142,6,censorship,censorship,receptive,,medium,,3.85,3.85,ready,1347,3,4,62,1,ysgpc/Word List3/Word List3-Unit4.mp3,170.45,171.19
